series_id,country_code,country_iso2,country_iso3,country_name_zh,country_name_en,indicator_code,indicator_name_zh,indicator_name_en,date,frequency,unit,seasonal_adjustment,calculation,value,source_organization,source_dataset,source_indicator_code,source_series_code,source_indicator_name,source_url,last_updated,status
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1980,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1981,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1982,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1983,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1984,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1985,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1986,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1987,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1988,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1989,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1990,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1991,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1992,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1993,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1994,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1995,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1996,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1997,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1998,A,%,NSA,YoY,0.925,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,1999,A,%,NSA,YoY,-1.167,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2000,A,%,NSA,YoY,-0.939,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2001,A,%,NSA,YoY,-1.065,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2002,A,%,NSA,YoY,25.869,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2003,A,%,NSA,YoY,13.443,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2004,A,%,NSA,YoY,4.416,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2005,A,%,NSA,YoY,9.642,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2006,A,%,NSA,YoY,10.898,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2007,A,%,NSA,YoY,8.83,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2008,A,%,NSA,YoY,8.585,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2009,A,%,NSA,YoY,6.27,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2010,A,%,NSA,YoY,10.461,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2011,A,%,NSA,YoY,9.775,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2012,A,%,NSA,YoY,10.043,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2013,A,%,NSA,YoY,10.619,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2014,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2015,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2016,A,%,NSA,YoY,,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2017,A,%,NSA,YoY,25.675,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2018,A,%,NSA,YoY,34.277,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2019,A,%,NSA,YoY,53.548,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2020,A,%,NSA,YoY,42.015,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2021,A,%,NSA,YoY,48.409,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2022,A,%,NSA,YoY,72.431,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2023,A,%,NSA,YoY,133.489,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2024,A,%,NSA,YoY,219.885,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2025,A,%,NSA,YoY,41.92,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2026,A,%,NSA,YoY,30.36,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2027,A,%,NSA,YoY,15.667,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2028,A,%,NSA,YoY,9.554,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2029,A,%,NSA,YoY,7.5,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2030,A,%,NSA,YoY,7.5,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CPI_YOY_A.IMF,AR,AR,ARG,阿根廷,Argentina,CPI_YOY_A,居民消费价格指数同比,Consumer Price Index YoY,2031,A,%,NSA,YoY,7.5,IMF,World Economic Outlook,PCPIPCH,ARG.PCPIPCH.A,"All Items, Consumer price index (CPI), Period average, percent change",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1980,A,% of GDP,NSA,level,-1.101,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1981,A,% of GDP,NSA,level,-3.014,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1982,A,% of GDP,NSA,level,-3.095,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1983,A,% of GDP,NSA,level,-2.095,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1984,A,% of GDP,NSA,level,-1.911,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1985,A,% of GDP,NSA,level,-0.966,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1986,A,% of GDP,NSA,level,-2.411,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1987,A,% of GDP,NSA,level,-3.484,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1988,A,% of GDP,NSA,level,-1.104,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1989,A,% of GDP,NSA,level,1.199,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1990,A,% of GDP,NSA,level,2.952,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1991,A,% of GDP,NSA,level,-0.202,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1992,A,% of GDP,NSA,level,-2.529,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1993,A,% of GDP,NSA,level,-3.042,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1994,A,% of GDP,NSA,level,-3.815,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1995,A,% of GDP,NSA,level,-1.769,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1996,A,% of GDP,NSA,level,-2.352,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
AR.CURRENT_ACCOUNT_GDP_A.IMF,AR,AR,ARG,阿根廷,Argentina,CURRENT_ACCOUNT_GDP_A,经常账户余额占GDP比重,Current account balance,1997,A,% of GDP,NSA,level,-3.753,IMF,World Economic Outlook,BCA_NGDPD,ARG.BCA_NGDPD.A,"Current account balance (credit less debit), Percent of GDP",https://data.imf.org/en/datasets/IMF.RES:WEO,2026-04-15T13:00:00Z,official
